"","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","D49","D144","D299","D335","D357","D385","D421","D497"
"436",12,52,"LCOR-215","LC-102 2H","2H","LC-102","transgenic","small",584.200001,1057.656,1164.336,1420.368,1676.4,2103.12,2804.16,2804.16,3.3,8,9,11.5,13,15,19.5,20
"437",13,52,"LCOR-187","LC-102 13-15B","13-15B","LC-102","transgenic","small",711.199999,1063.752,1243.584,1572.768,1996.44,2560.32,3200.4,3200.4,4.1,8,9,13,15,18,22,22
"438",15,52,"LCOR-576","LC-102 5A","5A","LC-102","transgenic","small",381,719.328,807.72,1011.936,1325.88,1767.84,2362.2,2377.44,2.3,5,6,9,10,13,16,16
"439",3,53,"LCOR-288","LC-102 8-9D","8-9D","Escape","control","small",723.9,1252.728,1356.36,1731.264,2103.12,2529.84,2880.36,2880.36,3.9,9,10,15,18,20,22,22
"440",4,53,"LCOR-407","LC-102 8-9D","8-9D","Escape","control","small",571.5,798.576,1170.432,1170.432,1280.16,1569.72,2072.64,2103.12,2.8,5,6,9,10,12,15,15
"441",5,53,"LCOR-580","LC-102 5A","5A","LC-102","transgenic","small",698.500001,950.976,1039.368,1249.68,1478.28,1828.8,2240.28,2255.52,3.4,6,8,10,10,12,14.5,15
"442",6,53,"LCOR-566","LC-102 5C","5C","LC-102","transgenic","small",762,1143,1240.536,1524,1813.56,2164.08,2529.84,2529.84,3.9,7,8,11.5,12.5,14,17,17
"443",7,53,"LCOR-097","LC-102 8-9D","8-9D","Escape","control","small",482.599999,789.432,908.304,1112.52,1402.08,1767.84,2255.52,2255.52,2,5,6,9,10,11,14,15
"444",10,53,"LCOR-451","LC-102 2H","2H","LC-102","transgenic","small",533.4,1197.864,1283.208,1618.488,1905,2301.24,2606.04,2621.28,4.2,8,9,13.5,15,16,18,19
"445",13,53,"LCOR-050","LC-102 1","1","LC-102","transgenic","small",342.9,734.568,795.528,1005.84,1234.44,1356.36,2011.68,2011.68,1.9,5,7,9,9,10,12,12
"446",14,53,"LCOR-444","LC-102 1","1","LC-102","transgenic","small",482.599999,996.696,1097.28,1344.168,1554.48,1767.84,2087.88,2087.88,2.5,7,8,10,11,12,14,14
"447",3,54,"LCOR-038","LC-102 5C","5C","LC-102","transgenic","small",355.600001,783.336,877.824,1097.28,1356.36,1676.4,2255.52,2255.52,4.1,8,8,8.5,10,12,17.5,17.5
