"","X","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","D49","D144","D299","D335","D357","D385","D421","D497","V49","V144","V299","V335","V357","V385","V421","V497","V49_cm","V144_cm","V299_cm","V335_cm","V357_cm","V385_cm","V421_cm","V497_cm","event2"
"216",216,14,19,"LCOR-080","LC-102 13-15E","13-15E","LC-102","transgenic","large",800.1,854,1188.72,1210.056,1554.48,1859.28,2697.48,2697.48,5.334,5.334,9,11,11,12,15,15,22764.0899556,24297.628824,96286.32,146416.776,188092.08,267736.32,606933,606933,22.7640899556,24.297628824,96.28632,146.416776,188.09208,267.73632,606.933,606.933,"LC-102 13-15E"
"217",217,15,19,"LCOR-391","LC-102 7","7","LC-102","transgenic","large",1485.9,1555.5,1555.5,1923.288,2225.04,2682.24,3352.8,3383.28,9.906,11,11,15.5,18,19,23,24,145809.6374124,188215.5,188215.5,462069.942,720912.96,968288.64,1773631.2,1948769.28,145.8096374124,188.2155,188.2155,462.069942,720.91296,968.28864,1773.6312,1948.76928,"LC-102 7"
"218",218,1,20,"LCOR-553","LC-102 7","7","LC-102","transgenic","large",1003.3,1159,1203.96,1554.48,1905,2377.44,3230.88,3322.32,7.366,8,10,13,15,17,21.5,23,54437.0072548,74176,120396,262707.12,428625,687080.16,1493474.28,1757507.28,54.4370072548,74.176,120.396,262.70712,428.625,687.08016,1493.47428,1757.50728,"LC-102 7"
"219",219,2,20,"LCOR-162","LC-102 5A","5A","LC-102","transgenic","large",876.3,1037,1136.904,1524,1935.48,2377.44,3337.56,3474.72,6.35,9,9,13.5,16,18,23.5,25,35334.60675,83997,92089.224,277749,495482.88,770290.56,1843167.51,2171700,35.33460675,83.997,92.089224,277.749,495.48288,770.29056,1843.16751,2171.7,"LC-102 5A"
"220",220,3,20,"LCOR-242","LC-102 5A","5A","LC-102","transgenic","large",1270,1555.5,1569.72,1834.896,2194.56,2651.76,3459.48,3535.68,8.89,10,10,14.5,17,18,23,24,100370.767,155550,156972,385786.884,634227.84,859170.24,1830064.92,2036551.68,100.370767,155.55,156.972,385.786884,634.22784,859.17024,1830.06492,2036.55168,"LC-102 5A"
"221",221,5,20,"LCOR-166","LC-102 5A","5A","LC-102","transgenic","large",1270,1281,1328.928,1600.2,1950.72,2392.68,3230.88,3322.32,8.382,9,9,12,15,17,23,23,89227.56348,103761,107643.168,230428.8,438912,691484.52,1709135.52,1757507.28,89.22756348,103.761,107.643168,230.4288,438.912,691.48452,1709.13552,1757.50728,"LC-102 5A"
"222",222,7,20,"LCOR-059","LC-102 2H","2H","LC-102","transgenic","large",1676.4,1799.5,1844.04,2026.92,2392.68,2895.6,3794.76,3870.96,11.176,12,13,15.5,19,21,26,28,209387.3489664,259128,311642.76,486967.53,863757.48,1276959.6,2565257.76,3034832.64,209.3873489664,259.128,311.64276,486.96753,863.75748,1276.9596,2565.25776,3034.83264,"LC-102 2H"
"223",223,8,20,"LCOR-101","LC-102 16-20","16-20","Escape","control","large",1409.7,1616.5,1709.928,2036.064,2499.36,3017.52,3810,3962.4,8.89,11,11,16.5,20,22,27,27,111411.55137,195596.5,206901.288,554318.424,999744,1460479.68,2777490,2888589.6,111.41155137,195.5965,206.901288,554.318424,999.744,1460.47968,2777.49,2888.5896,"escape"
"224",224,9,20,"LCOR-067","LC-102 2H","2H","LC-102","transgenic","large",1193.8,1281,1313.688,1691.64,2087.88,2651.76,3413.76,3505.2,7.874,9,9,14,16,19,23,23,74015.4519688,103761,106408.728,331561.44,534497.28,957285.36,1805879.04,1854250.8,74.0154519688,103.761,106.408728,331.56144,534.49728,957.28536,1805.87904,1854.2508,"LC-102 2H"
"225",225,11,20,"LCOR-103","LC-102 16-20","16-20","Escape","control","large",1193.8,1250.5,1322.832,1621.536,2011.68,2499.36,3230.88,3291.84,7.366,8,8,12.5,15,16,20.5,20.5,64773.1478728,80032,84661.248,253365,452628,639836.16,1357777.32,1383395.76,64.7731478728,80.032,84.661248,253.365,452.628,639.83616,1357.77732,1383.39576,"escape"
"226",226,12,20,"LCOR-230","LC-102 4A","4A","LC-102","transgenic","large",1485.9,1555.5,1603.248,1905,2286,2727.96,3916.68,3916.68,9.906,11,11,15.5,18,19,26,27,145809.6374124,188215.5,193993.008,457676.25,740664,984793.56,2647675.68,2855259.72,145.8096374124,188.2155,193.993008,457.67625,740.664,984.79356,2647.67568,2855.25972,"LC-102 4A"
"227",227,13,20,"LCOR-534","LC-102 4A","4A","LC-102","transgenic","large",1270,1708,1708,1853.184,2316.48,2865.12,3520.44,3596.64,8.636,10,10,16,19,21,24,24,94717.22992,170800,170800,474415.104,836249.28,1263517.92,2027773.44,2071664.64,94.71722992,170.8,170.8,474.415104,836.24928,1263.51792,2027.77344,2071.66464,"LC-102 4A"
"228",228,14,20,"LCOR-261","LC-102 4B","4B","LC-102","transgenic","large",1181.1,1342,1426.464,1752.6,2179.32,2727.96,3535.68,3657.6,7.62,9,10,15,16,19,23,23,68579.86284,108702,142646.4,394335,557905.92,984793.56,1870374.72,1934870.4,68.57986284,108.702,142.6464,394.335,557.90592,984.79356,1870.37472,1934.8704,"LC-102 4B"
"229",229,15,20,"LCOR-493","CT717 3","CT3","Control","control","large",1219.2,1342,1389.888,1661.16,1965.96,2484.12,3108.96,3108.96,12.192,12.192,12.192,13.5,14,17,19,19,181227.8181888,199481.407488,206599.712735232,302746.41,385328.16,717910.68,1122334.56,1122334.56,181.2278181888,199.481407488,206.599712735232,302.74641,385.32816,717.91068,1122.33456,1122.33456,"CT717 3"
"230",230,1,21,"LCOR-468","LC-102 13-15B","13-15B","LC-102","transgenic","large",914.4,945.5,1289.304,1289.304,1447.8,1783.08,2621.28,2773.68,5.842,6,8,10.5,12,13,19,20,31207.5246816,34038,82515.456,142145.766,208483.2,301340.52,946282.08,1109472,31.2075246816,34.038,82.515456,142.145766,208.4832,301.34052,946.28208,1109.472,"LC-102 13-15B"
"231",231,2,21,"LCOR-098","LC-102 8-9D","8-9D","Escape","control","large",1219.2,1250.5,1591.056,1591.056,1813.56,2148.84,2895.6,2956.56,8.128,8.128,10,13,15,17,22.5,23,80545.6969728,82613.512192,159105.6,268888.464,408051,621014.76,1465897.5,1564020.24,80.5456969728,82.613512192,159.1056,268.888464,408.051,621.01476,1465.8975,1564.02024,"escape"
"232",232,3,21,"LCOR-482","LC-102 1C","1C","LC-102","transgenic","large",1270,1326.75,1542.288,1569.72,1798.32,2225.04,3063.24,3169.92,8.128,8.128,10,12,14,16,22,24,83901.76768,87650.921472,154228.8,226039.68,352470.72,569610.24,1482608.16,1825873.92,83.90176768,87.650921472,154.2288,226.03968,352.47072,569.61024,1482.60816,1825.87392,"LC-102 1C"
"233",233,4,21,"LCOR-350","CT717 3","CT3","Control","control","large",1371.6,1403,1822.704,1822.704,1981.2,2377.44,2987.04,3078.48,8.636,9,12,14.5,16,18,23,24,102294.6083136,113643,262469.376,383223.516,507187.2,770290.56,1580144.16,1773204.48,102.2946083136,113.643,262.469376,383.223516,507.1872,770.29056,1580.14416,1773.20448,"CT717 3"
"234",234,5,21,"LCOR-129","LC-102 5","5","LC-102","transgenic","large",1511.3,1555.5,1795.272,1798.32,2164.08,2621.28,3383.28,3383.28,11.684,11.684,12,14,15,18,22.5,24,206316.4131728,212350.414008,258519.168,352470.72,486918,849294.72,1712785.5,1948769.28,206.3164131728,212.350414008,258.519168,352.47072,486.918,849.29472,1712.7855,1948.76928,"LC-102 5"
"235",235,6,21,"LCOR-012","LC-102 4A","4A","LC-102","transgenic","large",1270,1555.5,1555.5,1996.44,2423.16,2956.56,3703.32,3901.44,10.414,11,11,16,18,21,26,27,137733.27292,188215.5,188215.5,511088.64,785103.84,1303842.96,2503444.32,2844149.76,137.73327292,188.2155,188.2155,511.08864,785.10384,1303.84296,2503.44432,2844.14976,"LC-102 4A"
"236",236,7,21,"LCOR-248","LC-102 5A","5A","LC-102","transgenic","large",1168.4,1372.5,1642.872,1752.6,2164.08,2758.44,3703.32,3810,8.636,9,11,15,17,20,25,27,87139.8515264,111172.5,198787.512,394335,625419.12,1103376,2314575,2777490,87.1398515264,111.1725,198.787512,394.335,625.41912,1103.376,2314.575,2777.49,"LC-102 5A"
"237",237,8,21,"LCOR-476","LC-102 13-15B","13-15B","LC-102","transgenic","large",1282.7,1403,1621.536,1722.12,2072.64,2575.56,3215.64,3230.88,8.382,9,12,14,17,19,22,22,90119.8391148,113643,233501.184,337535.52,598992.96,929777.16,1556369.76,1563745.92,90.1198391148,113.643,233.501184,337.53552,598.99296,929.77716,1556.36976,1563.74592,"LC-102 13-15B"
"238",238,9,21,"LCOR-584","LC-102 5A","5A","LC-102","transgenic","large",1320.8,1586,1586,1935.48,2087.88,2788.92,3520.44,3520.44,10.16,12,12,15.5,18,19,23,24,136340.37248,228384,228384,464999.07,676473.12,1006800.12,1862312.76,2027773.44,136.34037248,228.384,228.384,464.99907,676.47312,1006.80012,1862.31276,2027.77344,"LC-102 5A"
"239",239,10,21,"LCOR-518","LC-102 16-20","16-20","Escape","control","large",1498.6,1616.5,1616.5,1905,2346.96,2834.64,3550.92,3596.64,9.906,11,11,15,17,19,23,23,147055.8736296,195596.5,195596.5,428625,678271.44,1023305.04,1878436.68,1902622.56,147.0558736296,195.5965,195.5965,428.625,678.27144,1023.30504,1878.43668,1902.62256,"escape"
"240",240,11,21,"LCOR-450","LC-102 2H","2H","LC-102","transgenic","large",1219.2,1265.75,1624.584,1624.584,1889.76,2331.72,3108.96,3169.92,8.128,8.128,12,12.5,14,16,21,22,80545.6969728,83620.994048,233940.096,253841.25,370392.96,596920.32,1371051.36,1534241.28,80.5456969728,83.620994048,233.940096,253.84125,370.39296,596.92032,1371.05136,1534.24128,"LC-102 2H"
"241",241,12,21,"LCOR-017","LC-102 4B","4B","LC-102","transgenic","large",1651,1769,1769,2057.4,2377.44,2804.16,3505.2,3627.12,10.922,11,11,17,19,21,26,26,196947.928684,214049,214049,594588.6,858255.84,1236634.56,2369515.2,2451933.12,196.947928684,214.049,214.049,594.5886,858.25584,1236.63456,2369.5152,2451.93312,"LC-102 4B"
"242",242,13,21,"LCOR-495","CT717 3","CT3","Control","control","large",1625.6,1769,1769,2087.88,2545.08,3124.2,3901.44,3992.88,11.43,13,13,17.5,21,21,27,28,212376.34944,298961,298961,639413.25,1122380.28,1377772.2,2844149.76,3130417.92,212.37634944,298.961,298.961,639.41325,1122.38028,1377.7722,2844.14976,3130.41792,"CT717 3"
"243",243,14,21,"LCOR-144","LC-102 7","7","LC-102","transgenic","large",1295.4,1525,1525,1874.52,2225.04,2651.76,3291.84,3352.8,9.398,10,10,15.5,17,19,21.5,21.5,114412.8421416,152500,152500,450353.43,643036.56,957285.36,1521653.04,1549831.8,114.4128421416,152.5,152.5,450.35343,643.03656,957.28536,1521.65304,1549.8318,"LC-102 7"
"244",244,15,21,"LCOR-204","CT717 3","CT3","Control","control","large",1371.6,1525,1525,1874.52,2225.04,2758.44,3413.76,3413.76,8.636,10,10,14,17,19,22,22,102294.6083136,152500,152500,367405.92,643036.56,995796.84,1652259.84,1652259.84,102.2946083136,152.5,152.5,367.40592,643.03656,995.79684,1652.25984,1652.25984,"CT717 3"
"245",245,1,22,"LCOR-470","LC-102 13-15B","13-15B","LC-102","transgenic","large",990.6,1250.5,1250.5,1447.8,1676.4,1920.24,2468.88,2529.84,6.858,8,8,11,12,13,16,17,46590.0616584,80032,80032,175183.8,241401.6,324520.56,632033.28,731123.76,46.5900616584,80.032,80.032,175.1838,241.4016,324.52056,632.03328,731.12376,"LC-102 13-15B"
"246",246,2,22,"LCOR-616","LC-102 13-15E","13-15E","LC-102","transgenic","large",1346.2,1433.5,1433.5,1630.68,1950.72,2331.72,2910.84,2926.08,9.144,10,10,13,13,15,19,20,112559.4652032,143350,143350,275584.92,329671.68,524637,1050813.24,1170432,112.5594652032,143.35,143.35,275.58492,329.67168,524.637,1050.81324,1170.432,"LC-102 13-15E"
"247",247,3,22,"LCOR-245","LC-102 5A","5A","LC-102","transgenic","large",571.5,579.5,603.504,838.2,1066.8,1341.12,2072.64,2103.12,3.81,4,4,5.5,7,8,13,13,8295.95115,9272,9656.064,25355.55,52273.2,85831.68,350276.16,355427.28,8.29595115,9.272,9.656064,25.35555,52.2732,85.83168,350.27616,355.42728,"LC-102 5A"
"248",248,4,22,"LCOR-165","LC-102 5A","5A","LC-102","transgenic","large",800.1,945.5,945.5,1219.2,1508.76,1935.48,2743.2,2895.6,7.112,7.112,7.112,10,11,14,19,20,40469.4932544,47823.904352,47823.904352,121920,182559.96,379354.08,990295.2,1158240,40.4694932544,47.823904352,47.823904352,121.92,182.55996,379.35408,990.2952,1158.24,"LC-102 5A"
"249",249,5,22,"LCOR-209","CT717 3","CT3","Control","control","large",1549.4,1586,1586,1859.28,2225.04,3032.76,3459.48,3505.2,10.414,11,11,14,16,19,24,25,168034.5929624,191906,191906,364418.88,569610.24,1094826.36,1992660.48,2190750,168.0345929624,191.906,191.906,364.41888,569.61024,1094.82636,1992.66048,2190.75,"CT717 3"
"250",250,6,22,"LCOR-340","CT717 3","CT3","Control","control","large",990.6,1159,1161.288,1408.176,1630.68,1798.32,2423.16,2529.84,7.874,9,9,12.5,14,15,18,23,61417.0771656,93879,94064.328,220027.5,319613.28,404622,785103.84,1338285.36,61.4170771656,93.879,94.064328,220.0275,319.61328,404.622,785.10384,1338.28536,"CT717 3"
"251",251,8,22,"LCOR-149","LC-102 7","7","LC-102","transgenic","large",1358.9,1403,1472.184,1679.448,1950.72,2225.04,2834.64,2926.08,8.89,10,10,12,13,14,17,23,107396.72069,140300,147218.4,241840.512,329671.68,436107.84,819210.96,1547896.32,107.39672069,140.3,147.2184,241.840512,329.67168,436.10784,819.21096,1547.89632,"LC-102 7"
"252",252,10,22,"LCOR-169","LC-102 1C","1C","LC-102","transgenic","large",1155.7,1403,1505.712,1859.28,2286,2727.96,3276.6,3322.32,10.414,11,11,15.5,21,21,21,21,125337.2783572,169763,182191.152,446692.02,1008126,1203030.36,1444980.6,1465143.12,125.3372783572,169.763,182.191152,446.69202,1008.126,1203.03036,1444.9806,1465.14312,"LC-102 1C"
"253",253,11,22,"LCOR-063","LC-102 2H","2H","LC-102","transgenic","large",1549.4,1830,1865.376,2209.8,2423.16,2956.56,3657.6,3657.6,11.684,12,13,18,21,21,23.5,24,211517.6672864,263520,315248.544,715975.2,1068613.56,1303842.96,2019909.6,2106777.6,211.5176672864,263.52,315.248544,715.9752,1068.61356,1303.84296,2019.9096,2106.7776,"LC-102 2H"
"254",254,12,22,"LCOR-483","LC-102 1C","1C","LC-102","transgenic","large",1371.6,1555.5,1645.92,1981.2,2560.32,2926.08,3596.64,3627.12,10.414,11,11,17.5,20,22,24,25,148751.9347536,188215.5,199156.32,606742.5,1024128,1416222.72,2071664.64,2266950,148.7519347536,188.2155,199.15632,606.7425,1024.128,1416.22272,2071.66464,2266.95,"LC-102 1C"
"255",255,13,22,"LCOR-514","LC-102 16-20","16-20","Escape","control","large",1473.2,1525,1594.104,1935.48,2286,2712.72,3261.36,3261.36,11.176,12,12,17,18,22,25,25,184007.0642432,219600,229550.976,559353.72,740664,1312956.48,2038350,2038350,184.0070642432,219.6,229.550976,559.35372,740.664,1312.95648,2038.35,2038.35,"escape"
"256",256,14,22,"LCOR-266","LC-102 4B","4B","LC-102","transgenic","large",1397,1397,1405.128,1691.64,1691.64,2529.84,3246.12,3383.28,11.938,12,13,15,15,20,24,25,199094.634068,201168,237466.632,380619,380619,1011936,1869765.12,2114550,199.094634068,201.168,237.466632,380.619,380.619,1011.936,1869.76512,2114.55,"LC-102 4B"
"257",257,1,23,"LCOR-485","LC-102 1C","1C","LC-102","transgenic","large",1600.2,1708,1783.08,2087.88,2468.88,2910.84,3733.8,3749.04,11.43,12,12,16,18,21,27,30,209057.96898,245952,256763.52,534497.28,799917.12,1283680.44,2721940.2,3374136,209.05796898,245.952,256.76352,534.49728,799.91712,1283.68044,2721.9402,3374.136,"LC-102 1C"
"258",258,2,23,"LCOR-398","LC-102 1C","1C","LC-102","transgenic","large",1244.6,1311.5,1347.216,1524,1752.6,2042.16,3002.28,3002.28,9.398,10,10,12,13,15,19,20,109926.0640184,131150,134721.6,219456,296189.4,459486,1083823.08,1200912,109.9260640184,131.15,134.7216,219.456,296.1894,459.486,1083.82308,1200.912,"LC-102 1C"
"259",259,3,23,"LCOR-171","LC-102 1C","1C","LC-102","transgenic","large",838.2,884.5,884.5,1036.32,1356.36,1706.88,2514.6,2590.8,5.588,5.588,6,8,9,11,16,16,26173.4186208,27619.170568,31842,66324.48,109865.16,206532.48,643737.6,663244.8,26.1734186208,27.619170568,31.842,66.32448,109.86516,206.53248,643.7376,663.2448,"LC-102 1C"
"260",260,4,23,"LCOR-422","LC-102 4B","4B","LC-102","transgenic","large",1308.1,1403,1417.32,1691.64,2057.4,2529.84,3291.84,3383.28,11.176,11.176,11.176,14.5,15.5,17,22,23,163385.5829056,175238.875328,177027.48594432,355667.31,494290.35,731123.76,1593250.56,1789755.12,163.3855829056,175.238875328,177.02748594432,355.66731,494.29035,731.12376,1593.25056,1789.75512,"LC-102 4B"
"261",261,5,23,"LCOR-319","LC-102 16-20","16-20","Escape","control","large",1193.8,1250.5,1255.776,1435.608,1706.88,2057.4,2727.96,2804.16,7.62,8,8,11,13,13,16.5,17,69317.28072,80032,80369.664,173708.568,288462.72,347700.6,742687.11,810402.24,69.31728072,80.032,80.369664,173.708568,288.46272,347.7006,742.68711,810.40224,"escape"
"262",262,6,23,"LCOR-106","LC-102 16-20","16-20","Escape","control","large",1117.6,1250.5,1250.5,1798.32,1828.8,2209.8,2910.84,2987.04,8.636,10,10,13.5,15,17,22,23,83351.1623296,125050,125050,327743.82,411480,638632.2,1408846.56,1580144.16,83.3511623296,125.05,125.05,327.74382,411.48,638.6322,1408.84656,1580.14416,"escape"
"263",263,7,23,"LCOR-445","LC-102 1","1","LC-102","transgenic","large",1270,1433.5,1496.568,2118.36,2194.56,2621.28,2621.28,3566.16,9.144,11,11,15,17,20,20,25,106188.17472,173453.5,181084.728,476631,634227.84,1048512,1048512,2228850,106.18817472,173.4535,181.084728,476.631,634.22784,1048.512,1048.512,2228.85,"LC-102 1"
"264",264,8,23,"LCOR-401","LC-102 1C","1C","LC-102","transgenic","large",698.5000001,1006.5,1057.656,1371.6,1722.12,2072.64,2773.68,2865.12,4.572,7,8,13,14,15,19,21,14600.8740260903,49318.5,67689.984,231800.4,337535.52,466344,1001298.48,1263517.92,14.6008740260903,49.3185,67.689984,231.8004,337.53552,466.344,1001.29848,1263.51792,"LC-102 1C"
"265",265,9,23,"LCOR-291","LC-102 8-9D","8-9D","Escape","control","large",1155.7,1281,1359.408,1691.64,2042.16,2499.36,3154.68,3200.4,9.144,10,10,13.5,15,17,21,23,96631.2389952,128100,135940.8,308301.39,459486,722315.04,1391213.88,1693011.6,96.6312389952,128.1,135.9408,308.30139,459.486,722.31504,1391.21388,1693.0116,"escape"
"266",266,10,23,"LCOR-207","CT717 3","CT3","Control","control","large",1219.2,1464,1539.24,1844.04,2286,2788.92,3505.2,3566.16,8.89,10,10,16,18,20,24,24,96355.93632,146400,153924,472074.24,740664,1115568,2018995.2,2054108.16,96.35593632,146.4,153.924,472.07424,740.664,1115.568,2018.9952,2054.10816,"CT717 3"
"267",267,11,23,"LCOR-090","LC-102 8-9D","8-9D","Escape","control","large",1447.8,1799.5,1831.848,2209.8,2727.96,3322.32,4099.56,4297.68,11.684,13,14,19,24,29,33,33,197647.6563168,304115.5,359042.208,797737.8,1571304.96,2794071.12,4464420.84,4680173.52,197.6476563168,304.1155,359.042208,797.7378,1571.30496,2794.07112,4464.42084,4680.17352,"escape"
"268",268,12,23,"LCOR-015","LC-102 4B","4B","LC-102","transgenic","large",1143,1281,1380.744,1752.6,2270.76,2743.2,3520.44,3520.44,9.398,10,11,14,18,20,23,23,100952.507772,128100,167070.024,343509.6,735726.24,1097280,1862312.76,1862312.76,100.952507772,128.1,167.070024,343.5096,735.72624,1097.28,1862.31276,1862.31276,"LC-102 4B"
"269",269,13,23,"LCOR-202","CT717 3","CT3","Control","control","large",1320.8,1525,1572.768,1981.2,2453.64,3017.52,3596.64,3596.64,9.906,11,11,18,21,23,24,26,129608.5665888,184525,190304.928,641908.8,1082055.24,1596268.08,2071664.64,2431328.64,129.6085665888,184.525,190.304928,641.9088,1082.05524,1596.26808,2071.66464,2431.32864,"CT717 3"
"270",270,14,23,"LCOR-290","LC-102 8-9D","8-9D","Escape","control","large",1320.8,1586,1691.64,2087.88,2499.36,3078.48,3925.824,4084.32,9.144,11,11,17,20,23,25.5,28,110435.7017088,191906,204688.44,603397.32,999744,1628515.92,2552767.056,3202106.88,110.4357017088,191.906,204.68844,603.39732,999.744,1628.51592,2552.767056,3202.10688,"escape"
"271",271,1,24,"LCOR-489","LC-102 1C","1C","LC-102","transgenic","large",1206.5,1281,1325.88,1676.4,1981.2,2362.2,3017.52,3017.52,9.144,9.144,10,12.5,14,15,20,21,100878.765984,107107.914816,132588,261937.5,388315.2,531495,1207008,1330726.32,100.878765984,107.107914816,132.588,261.9375,388.3152,531.495,1207.008,1330.72632,"LC-102 1C"
"272",272,2,24,"LCOR-178","LC-102 1C","1C","LC-102","transgenic","large",1536.7,1616.5,1676.4,1981.2,2346.96,2712.72,3383.28,3474.72,10.16,11,11,15,17,18,21,22,158626.77952,195596.5,202844.4,445770,678271.44,878921.28,1492026.48,1681764.48,158.62677952,195.5965,202.8444,445.77,678.27144,878.92128,1492.02648,1681.76448,"LC-102 1C"
"273",273,3,24,"LCOR-367","LC-102 5","5","LC-102","transgenic","large",1371.6,1433.5,1447.8,1798.32,2072.64,2468.88,3139.44,3139.44,10.668,10.668,10.668,12.5,14,16,19,21,156096.6168384,163141.222104,164768.6511072,280987.5,406237.44,632033.28,1133337.84,1384493.04,156.0966168384,163.141222104,164.7686511072,280.9875,406.23744,632.03328,1133.33784,1384.49304,"LC-102 5"
"274",274,4,24,"LCOR-608","LC-102 13-15E","13-15E","LC-102","transgenic","large",1371.6,1494.5,1542.288,1859.28,2255.52,2621.28,3261.36,3322.32,11.938,13,13,16.5,18,19,22,23,195474.7316304,252570.5,260646.672,506188.98,730788.48,946282.08,1578498.24,1757507.28,195.4747316304,252.5705,260.646672,506.18898,730.78848,946.28208,1578.49824,1757.50728,"LC-102 13-15E"
"275",275,5,24,"LCOR-229","LC-102 4A","4A","LC-102","transgenic","large",1574.8,1799.5,1834.896,2133.6,2499.36,2880.36,3611.88,3688.08,11.176,13,13,16.5,18,20,24,26,196697.2066048,304115.5,310097.424,580872.6,809792.64,1152144,2080442.88,2493142.08,196.6972066048,304.1155,310.097424,580.8726,809.79264,1152.144,2080.44288,2493.14208,"LC-102 4A"
"276",276,6,24,"LCOR-503","CT717 3","CT3","Control","control","large",1308.1,1311.5,1325.88,1569.72,1874.52,2362.2,2971.8,2987.04,8.89,9,9,12.5,14,15,19,20,103381.89001,106231.5,107396.28,245268.75,367405.92,531495,1072819.8,1194816,103.38189001,106.2315,107.39628,245.26875,367.40592,531.495,1072.8198,1194.816,"CT717 3"
"277",277,7,24,"LCOR-339","CT717 3","CT3","Control","control","large",1625.6,1769,1769,2133.6,2484.12,2910.84,3611.88,3611.88,11.684,13,13,16,18,20,23,24,221920.1755136,298961,298961,546201.6,804854.88,1164336,1910684.52,2080442.88,221.9201755136,298.961,298.961,546.2016,804.85488,1164.336,1910.68452,2080.44288,"CT717 3"
"278",278,8,24,"LCOR-348","CT717 3","CT3","Control","control","large",1397,1616.5,1616.5,1950.72,2331.72,2788.92,3352.8,3352.8,9.398,11,11,15.5,18,20,22.5,23,123386.398388,195596.5,195596.5,468660.48,755477.28,1115568,1697355,1773631.2,123.386398388,195.5965,195.5965,468.66048,755.47728,1115.568,1697.355,1773.6312,"CT717 3"
"279",279,9,24,"LCOR-182","LC-102 1C","1C","LC-102","transgenic","large",1511.3,1555.5,1609.344,1932.432,2194.56,2316.48,3322.32,3413.76,9.906,10,10,14.2,16,17,22,23,148302.1098468,155550,160934.4,389655.58848,561807.36,669462.72,1608002.88,1805879.04,148.3021098468,155.55,160.9344,389.65558848,561.80736,669.46272,1608.00288,1805.87904,"LC-102 1C"
"280",280,10,24,"LCOR-546","LC-102 4A","4A","LC-102","transgenic","large",1676.4,1769,1837.944,2164.08,2499.36,2941.32,3642.36,3657.6,11.684,12,12,16.5,19,20,24,25,228855.1809984,254736,264663.936,589170.78,902268.96,1176528,2097999.36,2286000,228.8551809984,254.736,264.663936,589.17078,902.26896,1176.528,2097.99936,2286,"LC-102 4A"
"281",281,11,24,"LCOR-212","LC-102 2H","2H","LC-102","transgenic","large",1625.6,1830,1874.52,2179.32,2499.36,2926.08,3535.68,3535.68,12.446,12.446,13,16.5,19,22,24.5,25,251810.1802496,283472.33628,316793.88,593319.87,902268.96,1416222.72,2122291.92,2209800,251.8101802496,283.47233628,316.79388,593.31987,902.26896,1416.22272,2122.29192,2209.8,"LC-102 2H"
"282",282,12,24,"LCOR-404","LC-102 1C","1C","LC-102","transgenic","large",1219.2,1403,1496.568,1920.24,2316.48,2788.92,3550.92,3627.12,9.652,11,11,15,17,19,25,26,113582.0179968,169763,181084.728,432054,669462.72,1006800.12,2219325,2451933.12,113.5820179968,169.763,181.084728,432.054,669.46272,1006.80012,2219.325,2451.93312,"LC-102 1C"
"283",283,13,24,"LCOR-084","LC-102 13-15E","13-15E","LC-102","transgenic","large",1739.9,1982.5,2075.688,2438.4,2880.36,3459.48,4175.76,4297.68,12.446,14,14,19.5,22.5,25,29,31,269515.5835484,388570,406834.848,927201.6,1458182.25,2162175,3511814.16,4130070.48,269.5155835484,388.57,406.834848,927.2016,1458.18225,2162.175,3511.81416,4130.07048,"LC-102 13-15E"
"284",284,14,24,"LCOR-309","LC-102 16-20","16-20","Escape","control","large",1422.4,1738.5,1798.32,2194.56,2651.76,3154.68,3901.44,3992.88,9.652,12,12,19,22,25,26.5,27,132512.3543296,250344,258958.08,792236.16,1283451.84,1971675,2739786.24,2910809.52,132.5123543296,250.344,258.95808,792.23616,1283.45184,1971.675,2739.78624,2910.80952,"escape"
"285",285,15,24,"LCOR-318","LC-102 16-20","16-20","Escape","control","large",914.4,1189.5,1252.728,1661.16,2057.4,2499.36,3017.52,3108.96,6.096,8,8,14,17,18,21,21,33980.2159104,76128,80174.592,325587.36,594588.6,809792.64,1330726.32,1371051.36,33.9802159104,76.128,80.174592,325.58736,594.5886,809.79264,1330.72632,1371.05136,"escape"
"286",286,1,25,"LCOR-214","LC-102 2H","2H","LC-102","transgenic","large",1333.5,1525,1539.24,1828.8,2103.12,2438.4,3063.24,3063.24,10.668,11,11,14,16,17,21.5,22,151760.599704,184525,186248.04,358444.8,538398.72,704697.6,1415982.69,1482608.16,151.760599704,184.525,186.24804,358.4448,538.39872,704.6976,1415.98269,1482.60816,"LC-102 2H"
"287",287,2,25,"LCOR-192","LC-102 13-15B","13-15B","LC-102","transgenic","large",1003.3,1159,1194.816,1517.904,1859.28,2225.04,2865.12,2865.12,8.128,8.128,8.128,11.7,14,15,18,19,66282.3964672,76568.621056,78934.783033344,207785.87856,364418.88,500634,928298.88,1034308.32,66.2823964672,76.568621056,78.934783033344,207.78587856,364.41888,500.634,928.29888,1034.30832,"LC-102 13-15B"
"288",288,3,25,"LCOR-130","LC-102 5","5","LC-102","transgenic","large",1282.7,1311.5,1341.12,1615.44,1965.96,2423.16,3246.12,3383.28,8.128,9,9,11.5,15,16,19.5,22,84740.7853568,106231.5,108630.72,213641.94,442341,620328.96,1234337.13,1637507.52,84.7407853568,106.2315,108.63072,213.64194,442.341,620.32896,1234.33713,1637.50752,"LC-102 5"
